id,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
6AvP6fdLQFmUy3rRiZSJEW,0.0304,0.492,0.666,1.45e-06,0.284,-5.739,1,0.0501,150.017,0.422
7y54v0sjgpAdCeiOl7e2MM,0.0358,0.428,0.508,9.2e-06,0.117,-8.429,0,0.0282,133.601,0.242
7LcmuGeSXQzQlteW3yGtWb,0.203,0.419,0.94,0.822,0.303,-6.054,0,0.116,160.026,0.355
4fikCVxSddXyT4o29KI5id,0.152,0.427,0.835,0.141,0.0796,-5.263,1,0.0411,140.065,0.445
77vYwoC7e3pVoPq8BA9CuL,0.423,0.605,0.619,0.313,0.0732,-8.971,0,0.0261,133.074,0.578
3vHTp0PSVjgnqocdLHCk19,0.00245,0.238,0.875,0.157,0.146,-4.715,1,0.0656,120.363,0.299
5VjWQLgZK3MD2pdDHG8UHO,0.155,0.523,0.8,4.14e-06,0.286,-6.12,1,0.0376,96.949,0.535
62Pb8dPvtIvSBWXfxsSpBC,0.543,0.383,0.666,0.0826,0.111,-7.587,1,0.028,97.966,0.427
6NVB6W7G3svCKe5zB7kY8q,0.433,0.456,0.233,6.42e-05,0.0538,-12.634,1,0.0255,75.174,0.424
06JKOTOoHXuuKkiSBDdU6n,0.332,0.708,0.393,0.000428,0.289,-13.875,1,0.0303,99.857,0.739
2VRK21ITVLx2Bc0KOonIOY,0.62,0.556,0.828,0.799,0.267,-4.277,0,0.0406,119.994,0.201
4yXLcDdIhTDeBzgV0eGraZ,0.0814,0.476,0.536,0.005,0.0727,-8.982,1,0.0315,172.009,0.357
3HbXUQ8w0lmrcvIkLQVPkx,0.503,0.626,0.705,1.08e-06,0.642,-7.731,1,0.0976,95.119,0.426
4Nrorj0djHyYTWGiTIZ0Ts,0.00181,0.319,0.899,5.11e-06,0.0603,-3.836,1,0.224,156.044,0.596
4cCoZML1dPIQxNjOwDmJGf,0.0472,0.38,0.781,0.749,0.265,-8.162,1,0.0341,101.7,0.553
0Ux1tLRSPofJk3IX87FGlI,0.000266,0.497,0.946,7.88e-06,0.364,-6.788,1,0.0409,100.033,0.579
2hsz3yY3s9ztWOcARLA8qp,0.013,0.432,0.754,0.0348,0.292,-7.225,0,0.0347,170.635,0.378
7pnVHbcqbmP7LA1ey3ydvu,0.0591,0.667,0.556,0.0108,0.0972,-8.921,0,0.0306,132.83,0.692
72PoJMDfdaw9gGECgA9kTZ,0.613,0.808,0.83,0.0112,0.198,-3.995,0,0.0283,102.8,0.909
4CMObZi8wKUSruORHR33Ur,0.074,0.561,0.765,0.643,0.884,-9.676,0,0.0341,132.004,0.16
5nTDFplpVtBaFfVziXcq6e,0.00392,0.156,0.52,0.166,0.0934,-9.716,1,0.0349,87.284,0.0564
6deiwpvjwTBpdnhBq5tHVK,0.0225,0.248,0.488,0.939,0.125,-12.465,1,0.0313,78.466,0.0491
4Z4RfWMnxsBG7Fs5KvEVGY,0.0924,0.332,0.378,0.138,0.241,-12.176,1,0.0374,120.062,0.0537
29oaKKGqE8rFTHEqpmL6qk,0.000549,0.647,0.411,0.299,0.123,-7.584,1,0.0466,119.973,0.53
0zr333oPzuYiHfFgDsTsOC,0.0146,0.436,0.593,0.0324,0.182,-7.899,1,0.0351,121.336,0.141
7yvZq8hXYY7PMMrydVhTS1,0.000313,0.315,0.773,0.0504,0.314,-5.966,1,0.0481,130.004,0.351
5pK8pe4CxwbJ6rjvCgBrIt,0.00422,0.355,0.754,0.353,0.619,-7.409,1,0.0538,166.127,0.179
3mSf8EFROH2Lt66zu8q0QA,0.0129,0.503,0.759,0.0855,0.133,-7.458,1,0.0294,89.953,0.485
2fuxjF9zO4a9ytAVVsCGOp,0.00284,0.25,0.758,2.36e-05,0.138,-4.283,1,0.0595,182.381,0.546
5kPSHXAyzcgbJ3O2oUpwIl,0.0835,0.497,0.736,0.000627,0.287,-7.096,0,0.0279,80.943,0.376
1Bxx7jB3W8cpfVWTtwJLpR,0.000505,0.477,0.528,0.601,0.124,-8.764,1,0.0385,172.004,0.0462
2c9OnhCwDVpKZWjOPqKiA8,0.0214,0.638,0.699,0.0,0.0739,-6.736,1,0.0304,149.992,0.959
4cChhY93uAoukOESzLGNWN,0.0394,0.647,0.701,0.000142,0.0765,-8.043,1,0.0375,97.003,0.813
48yvsxGXnJBxy8nXgGbs4S,0.0485,0.68,0.902,0.155,0.645,-3.627,1,0.0303,108.995,0.492
1ntJLMwDAKD8S1FlwkIOyB,0.111,0.692,0.899,5.32e-05,0.174,-4.274,1,0.0975,79.032,0.916
7qCZgvV98j6RjUULW1s1it,0.459,0.621,0.62,0.162,0.0771,-4.721,1,0.0293,176.016,0.515
3RT6bUy53Jshe5eZqDOmkv,0.0266,0.685,0.943,0.000587,0.0829,-1.865,0,0.0537,146.03,0.934
08a6PhXyXeN3lv1DCKW9qY,0.0756,0.674,0.936,0.000748,0.192,-2.166,1,0.0271,128.083,0.948
3cBKw53c42CxvP0FYknrW9,0.0294,0.801,0.613,0.00202,0.0537,-3.381,0,0.0585,139.181,0.677
1jdx3ceeTwAz5QsCklprGk,5.49e-05,0.228,0.934,2.1e-05,0.649,-6.189,0,0.118,158.935,0.284
1YZuigG1YcdgbfD7XJoCU5,0.203,0.456,0.711,6.61e-06,0.13,-9.205,1,0.0362,124.021,0.412
7yFHiyb5ieqLbenxTmv1sw,0.0525,0.42,0.911,0.128,0.171,-5.712,0,0.0474,87.466,0.511
50FiBIAg5WbwRhvelrvyWR,0.403,0.677,0.455,0.0583,0.111,-8.856,1,0.0888,154.214,0.523
1jIerjgmmIjYoiRaf0DaM0,0.109,0.534,0.567,0.00024,0.118,-6.858,0,0.0301,144.419,0.18
3TLHIqYpEdtjivr3IN1dMB,0.308,0.715,0.303,0.0647,0.163,-9.562,1,0.0384,91.653,0.578
3JvhJwUszwU94FfypJyKWf,0.00352,0.487,0.915,0.0,0.126,-4.394,1,0.0475,135.501,0.823
4qVEYoVdnIIeOukaJauZJi,0.00276,0.164,0.956,0.605,0.324,-7.717,0,0.126,189.513,0.397
2t3Lh4HPu7YuQdgGhb2kK4,7.37e-05,0.266,0.897,0.259,0.157,-7.169,1,0.0397,178.1,0.643
1InxtFKPjsYTLX9fX03Lkw,0.000192,0.405,0.928,0.00442,0.044,-8.143,1,0.0594,165.103,0.685
3F6NtnPJSwMtVrgufq502O,0.00153,0.458,0.941,0.681,0.19,-10.222,1,0.0416,169.957,0.925
1EKFLOjg8l9HG0AJnWvKJn,0.163,0.386,0.967,0.169,0.11,-8.329,1,0.0629,157.434,0.737
1Xyt1ebgxNcXBwoRjVdwAD,0.00239,0.224,0.939,1.72e-05,0.308,-5.803,0,0.0929,185.245,0.833
13Pjuj2UZLxG5J8CLk4r8b,0.00545,0.469,0.929,0.436,0.106,-8.283,0,0.0669,137.832,0.502
2KiAeNVZ3rJEnQZadArvWK,2.06e-05,0.349,0.966,0.892,0.135,-8.592,1,0.0641,163.663,0.579
18vpxKykxO6C0V1zXFwTia,0.108,0.391,0.866,0.952,0.211,-6.736,1,0.0424,173.705,0.631
1lraLhD743EAZMzCGYA7IT,0.00172,0.283,0.788,0.118,0.75,-9.05,0,0.0631,182.779,0.478
0gr61047li88He8F6cdxLQ,0.00478,0.285,0.92,0.301,0.296,-5.507,0,0.0707,96.815,0.581
5hEt8HXeS4ss5cMSRSezNQ,0.000291,0.188,0.964,0.918,0.134,-8.559,0,0.0851,179.061,0.527
1ljWIMyIACvH2eWMOTqUxY,0.0262,0.346,0.975,0.737,0.656,-3.084,1,0.147,92.235,0.2
0VaK2yHFlko0hVpHiY99cT,0.000592,0.384,0.902,0.43,0.193,-4.22,1,0.0655,93.84,0.738
4CsDtBLQ6KwzrQIKAvPrF9,0.00549,0.163,0.745,0.865,0.235,-12.535,1,0.0891,173.387,0.654
1829GNTxlZM2i8L7oCNQKY,0.000372,0.207,0.821,0.635,0.204,-6.916,1,0.0349,86.157,0.452
0nRWuH4rlmWgSDQEjZcq2y,0.0655,0.539,0.779,0.00259,0.563,-7.784,1,0.077,94.996,0.641
5bSpsKGoGKXOOfg7F3ZtKz,0.015,0.609,0.807,0.00123,0.37,-8.286,1,0.0559,121.768,0.754
4QcAyztgA99GrmOBWOZsns,0.121,0.346,0.954,0.814,0.0825,-8.021,1,0.192,91.952,0.26
6FttMYQiHyM0lVZafG3eXO,0.161,0.454,0.507,0.197,0.0967,-6.014,0,0.032,134.763,0.135
6zQyu8L8yUuJkl6LbQ6iKU,0.0521,0.616,0.88,0.000717,0.0539,-3.59,1,0.042,94.011,0.751
4gbKtqZDkNl6MrScQhfCt9,0.0185,0.627,0.871,0.0,0.117,-4.304,1,0.094,151.079,0.725
6L3VWDPDTQkQFkqvmpAUMU,0.0245,0.623,0.886,0.0,0.247,-3.044,1,0.0404,92.021,0.709
2svxxBGzqs0NKQ45vTsfbg,0.0069,0.627,0.912,0.00651,0.137,-4.787,1,0.0356,139.966,0.749
3q1GWgWnNsp4FvZvJ00A23,0.734,0.347,0.642,0.924,0.163,-8.622,0,0.032,135.266,0.541
0IteC9ivUaibatstzDIYem,0.00087,0.377,0.514,0.85,0.109,-7.7,1,0.0302,145.965,0.163
0VSkI10J3axYVpyWXppjHl,6.91e-05,0.383,0.721,0.88,0.877,-6.584,1,0.0402,126.167,0.324
09SvE4RSe1Unl1Ta2Fj98N,0.000107,0.674,0.637,0.708,0.107,-11.367,0,0.0386,128.015,0.166
2fLXgNuhqugprkOOpAqRHs,0.000553,0.3,0.884,0.0,0.065,-3.836,1,0.0504,160.011,0.407
16dOZA7Rvb0H14R1E04WyR,0.769,0.381,0.599,0.154,0.0916,-9.27,1,0.0902,127.145,0.396
31ENsHZWhAD9XVtCcoOw1J,0.279,0.642,0.602,0.601,0.115,-8.414,1,0.0293,101.539,0.383
1pvKnKFa3HBVvli5hb2Iix,0.773,0.636,0.554,0.457,0.124,-10.68,0,0.0612,110.0,0.495
2x3lfExbP5TGseewBQaqd4,0.549,0.62,0.504,0.705,0.135,-8.613,1,0.0284,112.491,0.289
2cX5koYbXtrs4IpnVxHx7A,0.809,0.544,0.504,0.138,0.135,-9.299,0,0.0327,81.5,0.638
0B6oBwvkyLptGexpwJVz7c,0.000712,0.459,0.649,0.586,0.296,-7.555,0,0.0295,123.201,0.347
3OJsx4kd2nC42VsvweJNQ8,0.562,0.484,0.492,0.287,0.107,-9.043,1,0.0418,173.988,0.217
3U3uvOHNxa3ODEiD9H6oVr,0.653,0.58,0.797,0.762,0.0875,-9.689,0,0.0443,79.89,0.596
5tJFhreXnGMbEzobeAnHTI,0.000119,0.164,0.877,0.00533,0.342,-6.007,1,0.0927,84.951,0.624
55UYnGXatGVpda3N2vzoEy,0.00563,0.546,0.505,4.38e-06,0.133,-8.987,1,0.0276,120.0,0.285
3a94TbZOxhkI9xuNwYL53b,0.0267,0.417,0.682,0.000669,0.109,-5.071,1,0.0295,105.542,0.351
7pqRk0viFCvvSyLh6bdRAc,0.00054,0.472,0.908,0.0286,0.706,-5.803,1,0.054,107.076,0.348
4RXnTpeP4CvkbGtOx6sN3v,0.00383,0.296,0.579,0.0,0.108,-5.83,1,0.0418,132.895,0.307
33T1zkMMOdxRpAyCyH5Spw,0.00263,0.401,0.973,0.856,0.127,-5.747,1,0.214,140.235,0.456
27nDbnuJsy6UaBQtr3oR7T,0.214,0.495,0.634,0.325,0.183,-8.635,1,0.0387,150.206,0.594
4ZifmvedzdccUUuiGDAbTU,0.135,0.671,0.683,0.00107,0.0534,-5.271,1,0.0965,164.943,0.809
6EAbuEOzjT6Ubs4z6r7vVm,0.0609,0.75,0.718,0.00011,0.199,-4.628,0,0.0301,117.07,0.967
5GNXwLY3zwz4iUL21H4pm8,0.0206,0.34,0.429,0.164,0.104,-15.456,0,0.0397,116.076,0.579
1olbGq7525Ee8vZNKIwOmJ,6.57e-05,0.504,0.942,0.853,0.193,-7.069,1,0.0632,115.35,0.591
17wDqrvXvLE0u5YW7j0K7g,0.16,0.481,0.802,0.00288,0.269,-5.415,0,0.0306,113.959,0.609
0nlZjTPzW6S9JIESuGfImT,0.0812,0.662,0.788,0.141,0.0351,-5.544,0,0.0635,116.499,0.929
2KpyRdFIiop5Y8cAvx4CmX,0.0008,0.432,0.96,0.838,0.25,-9.768,0,0.0363,111.975,0.852
5Esuk5nhe9nBgTDLXZWh0V,0.0731,0.247,0.916,0.844,0.104,-7.729,0,0.0621,171.406,0.362
3SXdlpiqXotor7AV9VyiQO,0.00298,0.625,0.951,0.87,0.192,-5.011,0,0.0471,113.981,0.276
0kXrg1weSs3gH2E2J7qyxy,0.000594,0.519,0.722,0.674,0.126,-10.467,1,0.0323,100.592,0.597
2Wef5y6NG389lIJUl2tfXc,0.00961,0.534,0.507,0.0309,0.104,-7.895,1,0.0309,121.796,0.212
5LnDh6oNBR8jkdMTmqbL4h,0.00126,0.252,0.913,0.00138,0.116,-5.807,1,0.085,174.5,0.451
0x1KTwB4GZ6U22Kjtv1qBe,0.803,0.232,0.276,0.726,0.106,-11.575,0,0.0338,132.124,0.0826
5bY8XPUdBnUgIkOOca6SRA,7.93e-05,0.416,0.957,0.12,0.368,-8.362,1,0.0559,137.974,0.58
0JgxXDXQJJazskzpC3Cciq,0.173,0.293,0.682,0.86,0.33,-10.774,1,0.0368,136.776,0.142
1szDKbUMeO9mGFG4YEGCJ4,0.00279,0.44,0.533,0.0158,0.191,-5.318,1,0.0292,144.039,0.461
4wRzRfnDQ8QD0R5B3sV012,0.0107,0.547,0.608,0.783,0.132,-5.018,0,0.0369,127.014,0.124
4ILJxejqqWk4y8oWsxYDtE,0.0467,0.714,0.784,0.00824,0.124,-5.423,1,0.0528,165.229,0.72
2EOdsTAy3R4se2HAc67AX5,0.295,0.64,0.607,0.875,0.108,-7.906,1,0.0242,111.433,0.699
3RJxtF4WDoxofuATWOI89r,0.000505,0.188,0.942,0.62,0.39,-4.706,1,0.191,179.248,0.231
5vWIojf2WOV24TUOOJJAZI,0.00301,0.452,0.867,0.162,0.089,-3.983,1,0.0566,176.058,0.694
452WW3sHSkt9AxuKS4cLX0,0.00054,0.424,0.958,6.02e-05,0.215,-3.805,1,0.0669,92.993,0.353
4xAmbn7xiy6wGOs4oaxv70,0.000674,0.566,0.871,0.00144,0.107,-4.833,1,0.0311,88.012,0.41
3nae2T5GQuCVugpECx98K9,0.0022,0.618,0.927,0.0174,0.0651,-5.33,1,0.0974,92.991,0.473
57YZPWJhLg5cFFx8ncHmQ7,0.0154,0.637,0.878,9.04e-05,0.362,-5.09,0,0.0565,152.074,0.684
3VTH9rhnc8jceZAU90hzwt,0.557,0.643,0.53,1.27e-06,0.129,-7.342,0,0.0442,84.023,0.832
5lRzWDEe7UuedU2QPsFg0K,0.016,0.319,0.757,0.0,0.102,-6.117,0,0.0432,122.465,0.101
0h5D9uxuZRAfq6qMMX34vN,0.000857,0.453,0.965,0.00275,0.0741,-3.388,1,0.141,188.155,0.743
6aF5JtQSrh7wNrkDE9B0My,0.00132,0.56,0.903,0.0,0.291,-4.77,1,0.0754,143.821,0.581
0ypg59NyOVCpWVzd0SUsT5,0.0217,0.607,0.941,0.071,0.119,-6.163,1,0.0486,144.04,0.414
0vV9YZ2X6jgkDq7ZjvrAcb,0.0531,0.478,0.766,5.15e-05,0.101,-6.449,1,0.0384,160.911,0.778
4LCVroEB1yhIruBNXspuXP,0.00813,0.325,0.762,0.636,0.216,-6.136,0,0.0597,112.361,0.119
79NueJ87BdKk2x7r0s1xJ9,0.000746,0.444,0.753,0.000795,0.35,-5.978,1,0.041,169.053,0.444
6rK7VyAi0XGdhz4LdzXVZj,0.47,0.21,0.335,0.946,0.0986,-11.473,1,0.0368,93.713,0.037
1pf8bjnKw5SgtfSvINI0Kt,0.003,0.629,0.881,0.00716,0.109,-4.525,1,0.0731,93.933,0.454
1mTZgUSvyG3I3O9onu3p5V,0.0317,0.666,0.657,0.819,0.0981,-8.726,1,0.0318,92.747,0.434
0m1DJ5Jkv3kdnGrcZsJFmC,0.000576,0.7,0.807,0.00488,0.0996,-5.711,0,0.029,112.15,0.963
22UMeFG5Yy3qBFpeIsdxwd,0.00248,0.392,0.806,0.000396,0.183,-5.587,1,0.0333,179.897,0.468
6r0QD13T4lmitBgpIE2fRQ,0.000282,0.455,0.713,0.0093,0.833,-9.519,1,0.0414,174.987,0.464
1crbFuCkGL4kXnAGd63RXq,0.000625,0.579,0.662,3.89e-06,0.117,-6.885,1,0.0245,102.951,0.574
4IP9V39dqsan3o4oZEErrZ,0.0123,0.671,0.542,0.00668,0.125,-7.505,0,0.0605,93.064,0.628
3c7VJFKHnUXxpuS657Cuf6,0.961,0.437,0.542,0.904,0.104,-11.817,1,0.0326,138.787,0.613
7dkK9IQd5qSKSJZ9JDI8xw,0.401,0.509,0.706,0.000538,0.108,-6.571,0,0.0374,148.059,0.543
7iqAuZe5yS0suLQcFfVK39,0.00135,0.684,0.749,0.111,0.141,-6.565,1,0.06,160.021,0.935
35vh3FpvAs9RdnE41I561j,0.00523,0.555,0.729,0.00181,0.113,-7.699,0,0.0334,129.902,0.456
2o0zE22CqxceL4KyW3fE2t,0.0333,0.608,0.674,0.102,0.152,-7.481,0,0.0279,112.978,0.502
6CuES0dCYHySOO4nWI3hGQ,0.000119,0.164,0.877,0.00533,0.342,-6.007,1,0.0927,84.951,0.624
5Cj0j2u033IPzZpo4MPDNj,0.00035,0.446,0.944,0.000655,0.0953,-11.647,1,0.0476,143.336,0.639
5acO94zsLxwZMLUVzvNp7b,0.002,0.69,0.562,0.271,0.274,-9.372,1,0.0312,119.488,0.705
73TmgEMVVSwnJuNUOgz4Eu,0.0103,0.567,0.902,0.29,0.0703,-8.555,1,0.0358,120.066,0.336
67QerzVC9jyh3XOTWmKBUu,0.542,0.62,0.462,0.31,0.0882,-10.363,1,0.0248,100.912,0.496
58obE9PHJbWKnAgfGXcCrE,0.141,0.629,0.81,0.129,0.444,-10.053,1,0.0292,132.133,0.643
6zJtjaSL8X0IrU7L4kkfM1,4.6e-06,0.236,0.959,0.0269,0.269,-4.538,1,0.0691,185.181,0.421
4RpYwhok6EenNByjlMupsd,0.0203,0.674,0.884,0.489,0.109,-6.062,1,0.0988,101.062,0.916
5wRhkXh8NJmdVfWUSaXXr3,0.000198,0.197,0.934,0.889,0.41,-4.22,1,0.061,106.025,0.225
7f10461qSQWc41hgKF5fq2,0.384,0.354,0.721,0.525,0.128,-7.099,0,0.0463,124.615,0.274
4f2GeJMFHHDChj2NeL8SP9,0.026,0.346,0.61,0.0471,0.138,-6.818,1,0.0353,122.794,0.0411
5sLL7hWj9qTGlO6MIUEnk4,0.53,0.75,0.473,0.0124,0.675,-9.975,0,0.0377,140.295,0.521
2ieHhkSn31vTajephIInsb,0.26,0.722,0.657,0.301,0.0989,-7.81,1,0.0251,106.922,0.786
6AkGsHilWb1yv6tGkERpMp,0.0669,0.838,0.735,0.334,0.165,-11.712,0,0.138,167.956,0.945
4oZZ50a7sFUJdMhywCtAdA,0.239,0.289,0.688,0.82,0.13,-9.887,1,0.0432,123.527,0.292
3ono1eRCqwTW9PJMx9u2Ru,0.0012,0.463,0.988,0.0362,0.124,-4.306,1,0.109,89.53,0.45
7DPQwyMQADl9Y8oSvSVpfg,0.22,0.672,0.899,0.302,0.142,-6.878,1,0.0323,139.01,0.927
2kBonSflRzcJY7Xndvvtl3,0.0243,0.589,0.804,0.929,0.139,-6.105,0,0.032,123.031,0.925
6xoN3e0MNA43kVcKGwK9Y4,0.42,0.712,0.756,0.00172,0.24,-8.257,1,0.0907,155.992,0.873
44KDH0F0smqMcRqzTt3P65,0.195,0.385,0.594,0.00285,0.123,-7.641,1,0.0337,89.35,0.656
7wqDXSLMhBI1pQ3P3hx3A9,0.0656,0.798,0.697,0.121,0.106,-10.422,1,0.0425,125.997,0.548
5ZUmGnIvqCoVVsLLupzzew,0.01,0.461,0.555,0.679,0.0945,-11.18,1,0.0285,136.486,0.298
19qWKBcwJt3Zu3IoW6KILf,0.0385,0.401,0.71,0.0329,0.344,-2.925,0,0.0459,140.191,0.413
6lll2kVOFxahDJ8rs74Flu,0.772,0.334,0.646,0.475,0.247,-3.206,0,0.0365,164.648,0.583
6j4g9BelsTZ8JjqdoSnldi,4.97e-05,0.414,0.701,0.071,0.129,-6.47,1,0.0277,97.045,0.306
2pxwHJP0e3xpjN6cOKhtXN,0.905,0.583,0.154,3.34e-05,0.108,-12.314,1,0.0481,114.277,0.254
6T5Ubext40hoREALmtmhFW,0.0527,0.537,0.862,0.0,0.104,-3.043,1,0.026,92.768,0.604
2S4sNFFyqPZohLgygtNM8T,0.166,0.684,0.349,0.527,0.114,-9.929,1,0.0284,98.016,0.505
4CMvfOEDCwHHcWo3ERWU2S,0.00173,0.581,0.92,8.29e-06,0.125,-4.594,0,0.0385,80.021,0.834
4LD5p1sSp97yp86E2zDZwK,0.069,0.372,0.853,0.00529,0.139,-5.046,1,0.0559,150.814,0.453
6SmV1Oo24nCZBPzIYkL4HZ,0.0146,0.317,0.846,0.13,0.1,-3.624,1,0.0538,129.01,0.198
4EC81w5nKG5tZlkHyKT2vO,0.109,0.367,0.872,0.0944,0.351,-6.301,1,0.0641,147.015,0.496
5cZfMws12HVl5Zbi1b63QG,0.0362,0.369,0.537,0.0371,0.0729,-7.013,1,0.0281,75.386,0.313
5jP3aFykVwvKObeXBD44yk,0.0136,0.241,0.831,0.00011,0.0901,-5.133,0,0.0386,170.587,0.513
5aNJ8Ryjhz0VUj5dpMlaVj,0.00223,0.295,0.864,0.474,0.132,-5.974,0,0.0415,121.878,0.402
6gGNO5AoqFypKerfgRng0W,0.000746,0.444,0.753,0.000795,0.35,-5.978,1,0.041,169.053,0.444
1YaSl8jNko8FcwWSOPLfOW,0.000858,0.608,0.644,0.505,0.519,-8.259,1,0.0432,137.991,0.399
6m5gtbesqpXSQuj0NLz4wZ,0.0227,0.603,0.339,0.379,0.0721,-7.656,0,0.0287,101.039,0.217
2VO0kA8zIwG14cTDfPOGIH,0.0252,0.478,0.579,0.107,0.649,-7.107,1,0.0261,158.008,0.355
61mweqFLgaV6A6gP4LwK6Q,0.0061,0.395,0.736,0.725,0.232,-6.216,1,0.046,123.887,0.121
51vZCiS6SzauUHjQJvWJsc,0.000308,0.549,0.889,0.627,0.126,-6.149,0,0.0354,130.001,0.422
4WUSVvoafrgVgsF9D2urJ0,4.72e-05,0.5,0.982,4.28e-05,0.0447,-3.496,1,0.0727,103.033,0.507
29d0nY7TzCoi22XBqDQkiP,0.659,0.625,0.533,0.00266,0.0546,-11.903,0,0.0596,108.296,0.139
0zckHMfaB6vT5o23ZVBLHJ,0.0117,0.738,0.974,0.819,0.131,-4.185,0,0.0961,120.037,0.554
38Ow67MO6ScViFHK1j2qgN,0.00413,0.671,0.884,0.0186,0.147,-4.987,0,0.07,99.631,0.811
4VnqpGitjmsIRNCnonQMzi,0.00154,0.406,0.782,0.0493,0.0821,-6.002,1,0.0461,101.408,0.46
3039eQZmZy2PVsHyyOf78m,0.0557,0.479,0.497,0.544,0.262,-6.725,1,0.0282,139.035,0.14
5ruzrDWcT0vuJIOMW7gMnW,0.0113,0.593,0.749,0.106,0.314,-5.67,1,0.0475,164.959,0.649
1BLOVHYYlH4JUHQGcpt75R,0.341,0.426,0.617,0.181,0.101,-5.423,0,0.0289,92.002,0.201
2mAjkTKg3S4wB609JRa1vQ,0.0209,0.609,0.608,0.000172,0.284,-6.337,0,0.0245,99.98,0.468
4sDbdBjuYQVdNNB4PiHUPo,0.627,0.67,0.496,0.00319,0.0584,-11.23,1,0.0277,100.17,0.427
24yldSMrr0gf7P3VOHMrrj,2.8e-05,0.434,0.903,0.898,0.0887,-5.224,1,0.0852,106.015,0.151
0uB4bNmZDCSY6ieUdJyDPq,0.0121,0.585,0.775,0.0,0.279,-6.643,1,0.0451,120.004,0.431
3skOhs7TlQOCuzHjmTa8Xg,0.231,0.651,0.737,0.0997,0.136,-7.123,0,0.0339,112.858,0.864
2Y3x5VcEAxLNmVHxQOE0jB,0.0751,0.778,0.399,0.835,0.103,-8.984,1,0.0858,137.305,0.321
1bZH8L8V2m454tdcSPEIl7,0.147,0.628,0.585,0.927,0.0465,-8.036,0,0.0421,100.95,0.618
3B5G4Twkzamy4ZuOWJbbGk,0.274,0.684,0.962,0.0039,0.11,-4.367,1,0.0509,110.05,0.862
4P3aglWT4w2d1nfSBgZxKD,0.156,0.745,0.646,0.00119,0.199,-8.151,0,0.0596,117.028,0.308
57u2f96XiG2GVXgERTPI1U,0.0611,0.633,0.614,0.0036,0.774,-7.371,1,0.0269,99.966,0.541
5RHN9R3BqScU4Jzu84U7pZ,0.00215,0.262,0.828,0.752,0.155,-7.089,0,0.159,147.52,0.673
3NGlYT0YnxSL3tF0F7bBWV,0.0831,0.531,0.808,0.00129,0.108,-7.65,0,0.0562,161.877,0.858
6ZWIIawlXC4O3z9yEuJvDo,0.0313,0.689,0.453,0.00405,0.0698,-7.64,1,0.0543,159.987,0.915
0BvFgXSJZ1irgFEbhHT5hc,5.06e-05,0.498,0.986,0.000999,0.111,-3.471,0,0.234,140.028,0.328
1I6l01BaBgBCVkfQCpIlR6,0.389,0.644,0.623,0.0202,0.0617,-13.862,0,0.059,126.553,0.676
6bp4lOtPmw0p6lFccgtwUh,0.0343,0.587,0.65,0.559,0.0889,-9.929,1,0.0243,100.0,0.668
3vA7Xrp9OK00lQHvGPGj4s,0.403,0.452,0.58,0.556,0.0925,-8.172,1,0.0307,140.005,0.492
6GPoCNHnRTo3tdyStBD9tQ,0.0262,0.61,0.695,0.538,0.286,-7.359,0,0.0344,117.751,0.71
6SPdqsYBElfqDVYNaUNzXh,0.000221,0.367,0.628,0.379,0.173,-8.884,1,0.0329,94.996,0.526
7G69PANdawtb2rsG2ZGEQa,0.32,0.56,0.904,0.00484,0.0634,-5.299,0,0.126,119.92,0.353
3dJlIrHwx8RYLjM0wAZD6j,0.000201,0.269,0.846,0.00115,0.313,-7.056,0,0.0604,115.489,0.176
4xTaOn06UiRHkq2ZUjWIqI,0.0332,0.589,0.848,0.0648,0.0486,-6.954,1,0.0516,87.553,0.854
5QO3UJc1gF1ummP75n2b3R,0.0485,0.738,0.683,0.000728,0.0692,-5.099,0,0.0622,97.484,0.802
2YeTKptF2GnburIYFr5e4d,0.00766,0.528,0.654,0.26,0.0538,-11.663,1,0.0522,101.988,0.372
7fAYnSNNT1koavh4vcSJ76,0.0388,0.629,0.508,0.317,0.0837,-11.099,1,0.0387,150.863,0.952
0HIMXtTC2Df5dEVNgSiT1G,0.234,0.675,0.85,0.457,0.1,-9.884,0,0.0335,160.016,0.846
2l0ajjljUkDOyhfRgn3Jqh,0.0448,0.612,0.863,0.0286,0.336,-5.088,1,0.0317,109.773,0.849
2u93OtblDZphLnmRFjBeeg,0.635,0.701,0.602,0.904,0.0729,-12.291,0,0.0557,80.029,0.737
5IPx0Eugq9WnSFa0zyklDX,0.0109,0.496,0.891,0.754,0.0817,-8.601,0,0.12,80.966,0.617
1W0jtNJnnjN6rD1aw4dG5T,0.00163,0.524,0.868,0.763,0.466,-6.822,1,0.0354,122.133,0.126
6Vt4UvpvLctRRPdwCTJLIz,0.03,0.547,0.698,0.915,0.23,-5.472,0,0.0373,79.925,0.535
6poYscuLQG8hvpxNnyeMUV,0.383,0.572,0.267,0.494,0.115,-17.321,0,0.0334,76.492,0.557
1DSl7kRrdWhwntiK6HOLVY,0.0296,0.838,0.338,0.121,0.115,-10.592,1,0.0434,94.191,0.668
1iDxNtb7jleE8GqD4m81dA,0.02,0.79,0.572,0.0,0.152,-9.072,0,0.176,132.531,0.745
3kPSRU7Wm5O4FcPEsmkY8n,0.342,0.413,0.658,0.863,0.151,-7.538,1,0.0297,142.189,0.434
