id,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
7DCiTmZKwIxILzlcu2nHA6,0.0161,0.661,0.769,0.00348,0.114,-7.524,0,0.0426,99.007,0.225
3eYxCnr7XW7UK9aua6xlGX,0.0039,0.513,0.838,0.851,0.195,-6.5,0,0.042,73.514,0.482
0Ro229LtstQbd4P3dRAXUD,5.7e-05,0.584,0.874,0.000977,0.0954,-5.814,0,0.0555,126.452,0.656
6YVlyxPNtsOewHEKtLUGZr,9.97e-06,0.409,0.953,0.911,0.291,-4.608,0,0.0756,135.154,0.517
18NzIb2r7WdqNIzBiFFsEE,0.000113,0.413,0.972,0.818,0.189,-2.205,1,0.0753,132.956,0.408
4udsYjUdPjC8bzlUsrPKDh,0.0233,0.514,0.831,0.264,0.108,-6.935,1,0.0341,136.019,0.833
03O2PtNq9uHzgrJEkuMrch,0.00223,0.355,0.915,0.81,0.114,-3.1,0,0.0335,110.127,0.504
6kHpoBMVi2Ja9v4oDBiBMx,0.000648,0.439,0.816,0.486,0.0742,-5.049,1,0.0351,102.913,0.51
76EOWKdnaFUvpCu9UyfoCE,9.5e-05,0.585,0.767,0.0472,0.0908,-7.201,0,0.0313,126.009,0.645
19MPVMdwr8TOAg5hEcxZWS,0.000178,0.463,0.901,0.715,0.155,-7.366,1,0.12,128.034,0.146
5279Vyn46mkIZCTXJZ7UVO,4.89e-05,0.486,0.802,0.919,0.363,-3.947,1,0.0335,113.975,0.31
1rpR3eOV3lJAbWYksNr6jH,8.62e-06,0.387,0.864,0.806,0.514,-6.493,1,0.0621,121.629,0.424
4HxGL4ZaPwdvJ5O40l37pi,0.000902,0.47,0.762,0.171,0.699,-7.003,1,0.0348,125.934,0.108
0WQGSKdE2B7Ogg8erK52G1,4.63e-05,0.528,0.762,0.62,0.125,-6.267,1,0.0399,144.056,0.618
5ys1goJlT5BkXPOrE3gVEB,0.00464,0.569,0.912,0.777,0.122,-3.428,1,0.0721,129.027,0.528
3z0D1SpLGfqR1yPPxc9nzt,0.0118,0.352,0.837,0.038,0.0933,-7.522,0,0.0364,111.174,0.548
7q70e2Cj7lOrTgz6eIOyET,0.0901,0.577,0.821,0.496,0.275,-5.811,1,0.0701,131.971,0.375
74QeaMtwiGwfpOv97ydFnL,0.00156,0.452,0.935,0.577,0.42,-2.09,1,0.0758,128.918,0.39
1eaStE5pvqU8TyOqNxHwRH,1.23e-05,0.501,0.976,0.758,0.157,-2.631,0,0.0433,133.942,0.69
1y3gdmM8VIqOlWvFxu4aWn,2.34e-05,0.416,0.811,0.222,0.268,-4.816,0,0.0353,104.012,0.224
3NiC5mkc6fwo4QRDOGJ6B8,3.02e-06,0.503,0.865,0.0609,0.328,-6.379,1,0.044,120.082,0.446
20J7ZuMPmfUKm60P2K71Kh,0.000102,0.533,0.688,0.0107,0.0502,-5.704,1,0.0278,95.007,0.543
1jUotWE7dNO0oVEFSmSLtN,2.75e-05,0.478,0.842,0.254,0.315,-5.447,0,0.0582,136.1,0.481
3X0KbbFJSUK1hzXggbtreP,0.531,0.529,0.654,0.845,0.0912,-7.352,1,0.0257,98.263,0.377
0oxYB9GoOIDrdzniNdKC44,0.00101,0.33,0.532,0.709,0.101,-11.764,1,0.0263,93.512,0.218
2qUNrUbCYoUE6MsOR3tTD1,0.0196,0.569,0.801,0.753,0.0601,-7.04,0,0.0331,128.032,0.467
0eVz3hV2xOXdneGpnWDFpb,0.209,0.534,0.536,0.835,0.113,-7.682,1,0.0244,98.018,0.427
58LwagSpbHNBrIr6kyb0cD,0.0246,0.269,0.604,0.816,0.0724,-6.304,1,0.0306,142.465,0.377
33HRECrmuelZxOpid6XTNX,0.00782,0.276,0.449,0.783,0.108,-11.428,1,0.0375,101.687,0.278
2xuMKDZ3RJj0CWpKSReVpm,0.943,0.179,0.0232,0.982,0.106,-26.053,0,0.0441,68.426,0.0325
7nq6qpHhCJ3pNOa3KHi8fe,0.0714,0.325,0.93,0.732,0.293,-4.926,1,0.0505,143.927,0.399
4cz5bBa239LZ0Pt5DrJXYK,5.66e-05,0.227,0.48,0.835,0.0477,-6.285,1,0.0388,92.701,0.188
4qyJE4D584f7qJCRSy7HOE,0.0987,0.172,0.745,0.0073,0.235,-10.562,0,0.0374,184.934,0.491
3gcIqknhltPEuekVMrP25o,0.278,0.15,0.537,0.213,0.31,-7.475,0,0.0317,101.768,0.0362
0KYOthr76o5GlmYLEfp9OX,0.0583,0.19,0.703,0.0261,0.129,-7.219,1,0.0345,107.807,0.352
1nbZgajaqXmZQG24vl9u5d,0.00137,0.431,0.482,0.441,0.238,-7.843,0,0.0308,128.045,0.123
3MmRfG64qt04Efx9gK9Ec8,0.625,0.506,0.212,0.918,0.117,-21.046,0,0.0325,146.355,0.265
4CMcW7FTbR56J34xv8jOCk,0.976,0.456,0.108,0.0306,0.108,-17.451,0,0.0467,75.222,0.225
3q4YT4K5Xj6v9bWFb7OudB,0.0227,0.561,0.504,0.849,0.0837,-7.596,1,0.0248,106.965,0.519
7fgHvYrA6d92B3ClbjZinS,0.034,0.132,0.691,0.946,0.0741,-8.877,1,0.0392,98.554,0.0915
5FuYgi1xinZAQyD5CYLpUJ,0.573,0.547,0.0728,0.776,0.105,-23.403,1,0.0388,75.33,0.232
38ZKbVHXf2HcJ0KyIc92FW,0.572,0.274,0.415,0.98,0.0915,-10.078,1,0.0294,169.732,0.0868
3X3bnDoDXEuxt5R1iNJgmV,0.00581,0.265,0.746,0.618,0.175,-6.315,1,0.0322,177.95,0.373
0QwLXiZIF9wFkEGW9INVOe,0.579,0.243,0.685,0.857,0.0902,-11.848,1,0.0451,61.545,0.115
1I3f8tsoYbIPEgQ1TPvJPb,0.687,0.218,0.353,0.892,0.0884,-15.165,1,0.0301,142.509,0.191
03wpSoF5jgbHyVcrdvL9t1,0.911,0.459,0.162,0.783,0.0891,-15.164,1,0.0397,137.997,0.0392
6wPeyFOPttrFZ5cWr77wRg,0.000405,0.364,0.806,0.925,0.104,-6.338,1,0.0418,143.019,0.262
3hHR2o77hKJpTSbz4pHISc,4.51e-06,0.235,0.589,0.79,0.211,-7.739,0,0.0383,182.88,0.13
4Nc7DEWSUC7Uxvsj82yqQM,0.0382,0.407,0.481,0.697,0.122,-14.405,0,0.216,159.79,0.15
4UvhDPacbdfjRdjr10H7pb,0.71,0.429,0.456,0.835,0.105,-9.868,0,0.0313,139.564,0.487
2n3iZJ1BvFwUXmCzYiX4qn,6.64e-05,0.158,0.788,0.599,0.234,-7.169,1,0.0534,151.32,0.0916
4AmvxQPJ3Bd3T4S99VxHrO,0.0494,0.607,0.538,0.00147,0.307,-6.177,1,0.0591,149.954,0.652
4HhRniXpfSjxUPbRvCWbWG,0.00158,0.56,0.947,0.0538,0.112,-4.544,1,0.0497,109.984,0.511
3K8hcmiEnCiVFqqHoMMz4q,9.2e-05,0.506,0.963,0.000424,0.147,-3.805,1,0.0709,124.462,0.352
4aSCbMw2Nw2eQkJ0okcp8q,0.00146,0.277,0.736,2.43e-05,0.214,-8.851,1,0.0404,104.974,0.185
0NSbiBKXoODbsPwjSivfBr,0.0132,0.56,0.209,0.551,0.342,-13.591,1,0.039,140.744,0.407
4qtI3fywJI6Jsr9wx3GE31,0.00819,0.464,0.923,0.0087,0.299,-6.535,0,0.208,157.635,0.445
1gh6flppAA19XDw30g5LEN,0.000146,0.393,0.883,0.000342,0.504,-5.884,1,0.0367,88.417,0.364
4ccNZzUTggy51RFvIzYRhT,0.000707,0.55,0.868,0.0245,0.121,-6.243,1,0.046,123.15,0.405
4A065x9kJt955eGVqf813g,0.023,0.16,0.954,4.01e-06,0.372,-5.179,1,0.0685,165.223,0.336
22Ntyke0ZDZy2Uuf8BEDkU,0.00551,0.425,0.913,0.0,0.582,-4.999,0,0.0871,124.417,0.467
1klrDyGRsCBPofZdqdaZp6,0.0145,0.517,0.939,1.42e-06,0.11,-5.74,0,0.0691,124.047,0.344
0rglK8l5QBSADvao8n4d2N,0.13,0.293,0.912,0.0,0.0478,-4.844,1,0.0932,138.524,0.117
5jCp5VtcpUlHtW8Dwlx13Y,0.0406,0.329,0.943,0.0,0.0548,-5.742,1,0.0913,107.422,0.157
5sFDReWLrZHLFZFjHsjUTS,0.000286,0.297,0.842,9.1e-06,0.0848,-7.457,1,0.0488,100.127,0.586
5Ds35L9KpUDKgSxZ6whuoQ,1.79e-05,0.486,0.938,0.000103,0.361,-6.652,1,0.0704,125.816,0.525
6gZVQvQZOFpzIy3HblJ20F,0.00045,0.355,0.791,0.0,0.0969,-7.565,1,0.0453,106.392,0.758
4XssnBT81vTIH6iYYUSv84,0.0139,0.288,0.843,0.0,0.0555,-7.858,1,0.0633,122.147,0.311
2YolSRrYvFxhTGjbiT33yH,0.00783,0.323,0.633,0.000112,0.0435,-9.014,1,0.0402,103.978,0.209
3P5IxgmbTBhBV6qE867LmD,0.00905,0.445,0.842,3.57e-05,0.295,-7.9,0,0.0417,102.859,0.676
4ndE8nr81B9b0q4RfIqEGw,0.00068,0.363,0.901,1.88e-05,0.348,-8.147,0,0.0558,113.575,0.574
358XBWJ3pa71P4U89v393N,7.98e-05,0.414,0.822,1.78e-06,0.402,-8.972,0,0.0597,113.363,0.747
4PtZE0h5oyPhCtPjg3NeYQ,0.0206,0.527,0.838,0.00062,0.07,-6.013,1,0.0323,117.454,0.721
7Fm3NhbAYHvTQUhboim9FB,0.215,0.31,0.637,0.116,0.0619,-8.595,0,0.037,147.4,0.426
2JuasWPUodaUxf5nwNpciQ,0.373,0.384,0.561,0.253,0.0775,-10.059,0,0.0296,136.136,0.159
2Gw3Xa08XleghwGUmNcPLK,0.0438,0.412,0.759,0.0995,0.352,-8.045,1,0.0411,129.742,0.447
1euszbbvkUzQzIhZUWFmXG,5.71e-05,0.515,0.698,8.64e-05,0.0827,-5.572,0,0.0279,139.96,0.194
7uEzEAcV7WL9osYSXWXeF5,2.77e-05,0.47,0.845,0.329,0.0678,-5.642,1,0.0286,160.018,0.371
0nrfZhsZ4suDs6S3NOAMEc,0.00118,0.352,0.804,8.52e-05,0.0958,-5.731,0,0.0603,131.918,0.558
0cg0rDz8lF3ZSi8SWVptPd,2.47e-05,0.308,0.731,0.0575,0.186,-5.745,0,0.0298,75.063,0.273
3zFG5dyH5rJfkZ25fgR173,0.00904,0.514,0.867,0.0508,0.232,-4.717,1,0.0332,96.135,0.596
22v7TSojrks5saGHHVjHus,0.000762,0.48,0.898,0.00356,0.0668,-5.459,0,0.0493,134.913,0.406
7xH5YeDA6NIgcTAmarz3fw,0.000275,0.478,0.742,0.00671,0.0996,-5.569,0,0.0293,105.001,0.251
6sREV6MpLHTqcOmBK5mvYF,1.25e-05,0.515,0.857,0.0954,0.486,-4.582,1,0.0511,92.028,0.669
2FIDyS5OwgLLmoCnt4Hpoi,7.81e-06,0.333,0.756,0.00585,0.293,-4.58,0,0.0319,83.879,0.289
1MjSTOLfktfY0FsSVlJqs3,0.00897,0.315,0.498,0.242,0.102,-8.636,1,0.0363,157.53,0.258
1BP1iGueMExbNHHy8fwSua,0.0384,0.398,0.562,0.621,0.552,-11.052,0,0.0432,110.391,0.435
3tQ6LmYZeoJ4dwkZ3IGoSj,7.66e-05,0.263,0.939,0.000364,0.374,-4.648,1,0.0834,175.293,0.408
3yvsHpMQf3C6xZGq7bu9c6,0.000244,0.291,0.845,0.000344,0.0726,-4.106,1,0.0714,101.912,0.322
04NGX0b5Tgs7VsErfn5OA1,0.00465,0.481,0.88,6.02e-05,0.204,-4.55,1,0.0717,95.023,0.289
5W4eJ7KPOmruHn8BJPnoaj,0.000568,0.304,0.938,0.0126,0.32,-4.331,1,0.228,142.244,0.377
4eZPq8FQgqsfF3Z1ItuHon,0.00014,0.435,0.946,0.00863,0.661,-3.94,1,0.0874,136.137,0.432
6qIAprThPF5JAsMS1XhL0v,0.00158,0.428,0.952,0.24,0.228,-5.73,0,0.112,120.183,0.387
67hoVyEfp8nyM9q0saRWt3,0.000169,0.408,0.991,0.000881,0.381,-3.897,1,0.284,154.94,0.146
6dRAAG4sB71NAtVCHJep7s,0.000281,0.468,0.851,0.00483,0.0644,-3.617,1,0.0398,92.079,0.293
1gyee1JuFFiP476LQpRMYU,0.000671,0.509,0.843,0.000803,0.348,-3.318,0,0.0488,140.055,0.332
38cTPfRrpAUi0bQnLL7wat,0.000517,0.241,0.896,0.0913,0.197,-7.607,1,0.0883,179.046,0.575
0GyJA0Yn0CcqvHKzeKaVhw,0.000272,0.495,0.798,0.000922,0.234,-9.173,1,0.0387,132.007,0.461
59hdcGKRxY8raJTB4Lfqhd,0.124,0.44,0.866,0.0101,0.159,-9.245,1,0.0629,93.027,0.152
22N2t0FKbzllN3cyKcLcJs,0.0359,0.623,0.594,0.000137,0.144,-8.994,1,0.0263,128.936,0.336
0eKCfj7xCuJNoYrLlSJe59,0.0543,0.573,0.622,1.77e-06,0.295,-7.948,1,0.033,81.667,0.825
0PicuPCfXDJyyRtOR1ukGW,0.00039,0.365,0.538,0.0869,0.198,-6.951,1,0.035,79.863,0.314
5zFalOg043nNnRYtU7TS1T,0.000498,0.457,0.873,0.0607,0.272,-6.947,1,0.064,146.9,0.56
4Bj9dhsxbIwrblcmBs9BpZ,0.00148,0.274,0.658,0.0276,0.115,-7.565,0,0.06,153.325,0.496
2VFor1JwfYDAGD6EmcHc80,0.00223,0.441,0.502,1.39e-05,0.359,-7.442,0,0.0319,188.056,0.442
1YzZGwTznUdOTmkcN4SqwQ,0.000124,0.284,0.761,0.0,0.0979,-6.684,1,0.0443,113.68,0.405
0z25tUQgEI4cIyNZ1TgWig,6.74e-05,0.311,0.814,0.00534,0.198,-9.272,1,0.0545,160.303,0.731
32ex8rCg7oW3fvUL3DEGDH,0.000105,0.429,0.887,0.0918,0.36,-5.043,1,0.066,130.026,0.246
5kZxQtMt3MsdJpjGGE7Oyz,0.000131,0.266,0.901,0.00109,0.0335,-4.155,1,0.0775,131.262,0.538
3XH68VARiffUSObLtIkp2J,0.00549,0.468,0.569,0.0042,0.245,-7.134,0,0.0399,173.982,0.289
4BlekeejcDoLYzv8PimDAe,9.18e-05,0.532,0.928,4.59e-05,0.144,-4.93,1,0.11,93.995,0.261
5KDNFlHAdDJ84fhK27c35X,3.45e-05,0.366,0.894,0.17,0.267,-4.682,0,0.0568,82.305,0.304
1ScZXVXbtc0nE5SJ23lbfI,0.00555,0.357,0.599,0.814,0.111,-8.304,0,0.033,167.823,0.138
3TBloc9IQiHGWkzOSPoUA2,6.33e-05,0.562,0.872,0.445,0.167,-7.202,0,0.0552,150.203,0.646
48ZqiKc9qMhrOTMctjwYOw,0.00364,0.765,0.398,0.725,0.117,-10.538,1,0.0359,123.887,0.15
7L9GgvMlQ3wcSrDoeGWAej,1.94e-05,0.501,0.971,0.0464,0.23,-3.051,1,0.189,143.052,0.659
0tZ3mElWcr74OOhKEiNz1x,0.0124,0.412,0.919,0.0601,0.424,-7.291,1,0.184,166.367,0.572
0ty2TMe8IcrwX2oqkWfOvo,0.000136,0.297,0.96,0.32,0.118,-4.215,0,0.0638,128.78,0.361
2ewbtB0DZhtkoFALbJhxxV,0.00286,0.329,0.9,0.298,0.125,-11.526,1,0.0689,97.099,0.21
7brHKGKFdRhzReovMw1T8z,4.64e-05,0.354,0.867,0.404,0.0748,-5.078,1,0.0362,93.389,0.436
5vGcjsx1HHq4Ay85L4O9I0,0.00141,0.219,0.9,0.00448,0.156,-5.803,0,0.0749,185.382,0.514
2xMc8T9HiRQsOwWOe5IZG3,0.00051,0.481,0.832,0.00516,0.148,-6.729,1,0.0335,95.407,0.504
5VWvfCnfRyPlTxG3HTG1jt,0.000522,0.513,0.915,0.058,0.106,-6.071,0,0.0468,93.704,0.367
2xy5idTcpLxJjha4QUUggq,0.000554,0.545,0.651,0.275,0.111,-7.926,1,0.0365,112.413,0.31
0TIsUKdA66nUJsuN5S6WJP,0.0019,0.292,0.775,0.0012,0.336,-5.787,0,0.0395,96.905,0.479
4egkS0T6O8icdhCEJF0ir4,0.00107,0.6,0.889,0.0756,0.292,-6.518,0,0.0652,131.36,0.652
0PVS91vWfafu1M7nhgDTCV,0.00036,0.486,0.9,0.0458,0.107,-5.778,1,0.0566,144.978,0.506
7qOXMjRCtsMzvpyovfQKgT,0.0261,0.47,0.898,0.138,0.0642,-6.116,1,0.076,142.002,0.701
0my9crW6buvH7nrQ2q0NFQ,0.00321,0.561,0.818,0.000492,0.167,-6.585,1,0.0349,89.07,0.521
1NXpT1tXpNw4GqRimZ52Jo,0.0107,0.368,0.576,0.173,0.173,-8.324,1,0.0368,117.651,0.254
5S8pA7iz2aOjyiO0ulTJ6z,0.0085,0.878,0.401,8.94e-05,0.0945,-7.765,1,0.0372,100.003,0.543
0FbygtZnHak9dD3MDZolwK,0.000953,0.586,0.764,0.00653,0.0964,-4.84,1,0.0368,96.032,0.784
2bAZ1w3G3LiFYW5jkc8JEN,0.00048,0.328,0.935,0.00114,0.165,-4.862,1,0.0938,116.913,0.509
2hRzFcYxt37FAaGl2UYGx6,0.00333,0.389,0.824,0.0557,0.348,-5.681,1,0.0394,111.006,0.512
3BSlmMQl4TALDpecVwLu9Q,0.109,0.371,0.706,0.229,0.325,-8.425,1,0.0956,176.703,0.29
1y6F1Ga3sDuE5HiFphY2MB,0.0129,0.529,0.888,3.59e-05,0.111,-5.434,1,0.069,87.03,0.567
3RvuychKyJWwcpaJRz8dnJ,0.0252,0.521,0.862,0.00116,0.127,-4.676,0,0.044,111.994,0.507
3mew56Bkg23yyDqbmDgPhF,0.01,0.455,0.653,0.0627,0.175,-7.848,1,0.0377,174.093,0.524
2emlDJjt9o1OL31qbunj6f,0.00666,0.45,0.799,0.233,0.328,-6.397,1,0.0389,158.052,0.592
50GvFsHUhayBr16solmaUs,0.0492,0.499,0.839,0.00569,0.284,-5.078,0,0.0395,91.092,0.435
1Zr2dna9sdscpDfYntgAsg,0.00295,0.6,0.765,0.0902,0.122,-5.245,0,0.0336,104.039,0.534
1Yy7eFXyldsqoaO6xHHBKE,0.00193,0.32,0.92,0.147,0.156,-5.242,1,0.0786,122.031,0.537
075QeizbHb1w0eWNfvwE9L,0.00137,0.288,0.925,8.26e-05,0.322,-4.877,0,0.0871,185.807,0.527
6xR41nXtGrZ8d5PuMq4MyN,0.196,0.562,0.862,0.0,0.0962,-4.928,0,0.0439,86.998,0.692
7ppBQRKK2cIxfgEuIwmEpo,0.00103,0.641,0.936,6.73e-05,0.0875,-2.848,0,0.067,140.05,0.6
5OeY5LebIOzD9Zvat1Dikf,0.00267,0.442,0.892,7.92e-06,0.0758,-6.431,0,0.086,151.914,0.237
12ULjwbHVzq36nggHqPLo8,0.00849,0.62,0.61,0.162,0.205,-8.329,0,0.0373,127.052,0.235
4l65ScNtOR9blZWTLozJnf,0.0181,0.571,0.707,0.0778,0.0802,-5.016,1,0.0337,119.453,0.107
0xXpSoKYklz7NfauPPL6wr,0.0519,0.632,0.578,0.0245,0.121,-7.781,1,0.0295,128.491,0.095
3aLyJwBoNsqaXGy0dzR3S2,0.0356,0.243,0.555,0.56,0.378,-8.716,0,0.0271,140.703,0.0639
1dAseFYuF6djMDf4GgWj5p,0.024,0.377,0.74,0.11,0.129,-6.144,1,0.0347,204.586,0.744
54UFDHWI2q7WHfrGbSNWph,1.53e-06,0.31,0.83,0.146,0.137,-8.527,1,0.0482,170.568,0.617
2YodwKJnbPyNKe8XXSE9V7,0.00174,0.678,0.656,0.0,0.0631,-6.41,1,0.0381,123.207,0.485
1nFtiJxYdhtFfFtfXBv06s,0.745,0.427,0.201,0.263,0.109,-13.044,1,0.0317,105.218,0.0668
6YZVof4lOcfMub41xPFbm0,6.31e-06,0.404,0.923,0.00404,0.303,-5.318,0,0.0563,129.955,0.588
6dggfzIg2EYOH1CCxdrAyI,0.00251,0.44,0.902,0.482,0.0545,-5.48,1,0.0472,136.596,0.646
0zeqKbySjKbfW5jyl3PMsW,8.86e-06,0.402,0.898,8.89e-05,0.279,-6.467,0,0.0316,132.092,0.675
3FUsMXBxA4V7eUwQ7B0HQO,3.22e-05,0.47,0.885,0.196,0.169,-7.224,1,0.0354,138.153,0.79
0xdiLQkal65DtxcIqpIxxb,8.96e-06,0.268,0.959,4.75e-05,0.0775,-6.076,1,0.0914,163.116,0.466
6uPqg3QQExp9W8WAD9V1uw,0.000101,0.395,0.959,3.21e-06,0.0765,-6.315,1,0.059,146.247,0.662
3SoDB59Y7dSZLSDBiNJ6o2,0.0198,0.6,0.912,6.52e-05,0.0883,-3.449,0,0.0724,110.339,0.506
5f2ZVFERwwh3asebmurZEf,0.142,0.685,0.971,7.04e-06,0.0689,-3.153,0,0.0362,111.926,0.899
3gvyksxkLbyKwi0WjCiPXE,0.0633,0.567,0.711,1.68e-06,0.334,-3.744,0,0.0788,141.058,0.507
06wTEKL2rSrSaOjFtgG8fj,0.082,0.39,0.344,0.000141,0.0715,-7.804,1,0.0376,178.102,0.244
1jrARDhheF2nrDEevG9rmo,0.0561,0.671,0.984,0.0,0.113,-2.381,1,0.0955,97.743,0.871
0CZQNI3Evb4Nd8GeU49LFj,0.0249,0.546,0.884,0.000276,0.457,-3.719,0,0.0374,112.331,0.62
3L2Nyi3T7XabH8EEZFLDdX,0.0313,0.313,0.753,2.25e-06,0.142,-3.921,0,0.0285,176.748,0.514
0itNMuBHye9fu392b4e9oa,0.00177,0.695,0.993,0.00246,0.0814,-3.114,1,0.0612,107.951,0.281
37kTASujIfZZ27NV7PfIrf,0.156,0.641,0.502,4.35e-06,0.311,-7.334,1,0.0251,105.634,0.326
2Y5ngAobMcspRywfmb77k5,0.0135,0.524,0.945,0.00332,0.108,-2.467,0,0.0797,149.819,0.8
6gTdrud3duWIBg8r2YdjOL,0.117,0.374,0.988,1.52e-06,0.173,-1.911,1,0.169,149.146,0.405
1f2V8U1BiWaC9aJWmpOARe,0.0264,0.451,0.97,0.00355,0.102,-4.938,1,0.107,122.444,0.198
42z5BOO8cJda4qWBnHFLQV,0.002,0.611,0.732,0.0,0.12,-4.137,0,0.0347,113.451,0.475
3ZOEytgrvLwQaqXreDs2Jx,0.0179,0.618,0.938,0.0,0.167,-3.442,1,0.0456,91.455,0.875
1Se0r96r0gnqg67kJPmESc,0.00107,0.343,0.983,0.296,0.0708,-2.359,0,0.212,124.536,0.186
64BbK9SFKH2jk86U3dGj2P,0.00316,0.458,0.795,0.000202,0.0756,-3.265,1,0.0574,123.229,0.513
2bo1tTjK87OHKKUDFthqHx,0.0113,0.712,0.969,0.0319,0.0904,-1.503,0,0.161,105.077,0.802
0tGkxA0oybkQ3iR6LLXPjZ,0.0157,0.554,0.875,0.00422,0.0852,-1.372,1,0.104,100.988,0.821
0809RpHic1xrZzh9CT4wXo,0.00719,0.628,0.918,0.452,0.0353,-3.431,0,0.0326,99.057,0.735
28w7CPWQCqQxt0YCzDN75b,0.016,0.535,0.831,0.000312,0.0676,-4.869,0,0.069,110.731,0.834
2h3DA5sidcqjywLh36RFkU,0.000848,0.496,0.978,0.0528,0.189,-3.385,1,0.08,120.898,0.589
5K9kCwY1e68H7JxU6893Uv,0.0679,0.744,0.667,0.36,0.306,-7.539,0,0.063,90.387,0.766
4aAu1APORWioiUZOjUgmR4,0.0287,0.564,0.89,0.000138,0.114,-3.798,0,0.0637,83.637,0.628
25tFjJ6tVaDrGOw4SaT5BR,0.0177,0.422,0.804,0.000461,0.1,-5.955,1,0.0669,119.621,0.312
2R6go62CuxqqX0w1TgXxes,0.00236,0.709,0.738,0.795,0.073,-12.019,1,0.048,96.24,0.671
0cG9ocYqYOIVtgiWTmTe3g,0.0233,0.348,0.686,0.00256,0.145,-12.748,0,0.0319,178.466,0.635
68uWKoPwSxYE6DVylRA1XI,0.00168,0.567,0.659,0.00158,0.0513,-10.635,1,0.0499,90.519,0.61
3d9DChrdc6BOeFsbrZ3Is0,0.0576,0.559,0.345,0.000105,0.141,-13.496,1,0.0459,84.581,0.458
6xid2NOIS1aqviPPe67OqF,1.36e-05,0.588,0.897,0.039,0.101,-10.838,0,0.0429,116.213,0.841
1J5ZXurCRQdFHWfOiFt12x,0.00141,0.581,0.7,0.00404,0.267,-10.664,1,0.0595,154.98,0.521
5m578MgxuEC956dulprCe8,0.0432,0.852,0.651,0.0192,0.158,-6.254,1,0.0411,131.01,0.96
1ZPMK5UTafelYEQXmckRgN,0.538,0.256,0.523,0.00832,0.0849,-5.175,1,0.0294,78.385,0.318
67QoiIkRlv6Y7N4e3eLitd,0.011,0.584,0.946,0.046,0.0487,-3.609,1,0.0933,114.048,0.387
4kiVGEOrzWmEUCxXU21rtN,0.000816,0.604,0.948,0.00714,0.0446,-3.093,1,0.0595,115.132,0.861
0EMLtepZpcY9T64AVEmyyv,0.0092,0.524,0.982,0.126,0.328,-2.865,0,0.126,122.916,0.662
1efp2bPw7ssJpCi0Almgsx,0.00177,0.511,0.983,0.169,0.504,-3.702,0,0.141,128.315,0.333
5dsJerSybEaT1mu2SNV1Cc,0.000306,0.594,0.987,0.0983,0.143,-3.67,1,0.0766,129.498,0.471
54lbdIfjoRfXE8t8wBmzW1,0.0128,0.449,0.869,0.639,0.117,-6.332,1,0.0453,150.27,0.385
2HbVINmehEbPmjlcueXEJJ,0.000214,0.585,0.599,0.000871,0.492,-5.704,1,0.0508,167.778,0.667
4DEgaHi4Idghq1TL04Sljf,0.000114,0.447,0.606,9.82e-05,0.151,-7.834,0,0.0258,81.228,0.261
4kSIqv25W9sPsfG45rt9kh,0.0579,0.595,0.314,0.147,0.0636,-9.931,1,0.0338,143.412,0.484
3yEnBd4gM93F0iiUB423eT,0.0307,0.4,0.881,0.0139,0.552,-5.554,1,0.0746,129.053,0.243
5gw55IexPLnJMXaGs8s4Tc,0.000748,0.337,0.899,0.0,0.388,-5.985,0,0.0394,177.236,0.436
6N18F843M7cyNozIzLfBbS,6.1e-06,0.456,0.867,0.765,0.0914,-4.499,1,0.0399,75.991,0.558
4QxG6WiU4bHKfyajquwvC0,2.16e-05,0.454,0.826,0.598,0.372,-5.071,0,0.0352,98.035,0.176
0eG89vfk9eTStU2TPPqN9C,6.75e-06,0.414,0.861,0.811,0.063,-4.137,1,0.038,100.021,0.325
2W7EZWfIOY3uneHAVPP3Ez,3.67e-05,0.279,0.857,0.771,0.119,-3.918,0,0.0443,138.189,0.326
7waRjsA2ehXv619f47lYOT,0.000347,0.48,0.856,0.00418,0.133,-4.409,1,0.0484,134.229,0.324
3Cz3qVkPLAbKbN6d7ffj5b,6.94e-05,0.489,0.702,0.0713,0.259,-5.226,0,0.0318,98.401,0.183
2ox1STg6AbcEHoHWlFtFwr,6.54e-05,0.46,0.81,0.000189,0.123,-5.008,0,0.0557,139.671,0.38
7wpYSigAhQeZp3cdsMQ3Af,0.0371,0.437,0.337,0.000946,0.0981,-11.439,1,0.0326,114.239,0.0784
0oHj2DHtNVWEgBqOa1bejc,1.47e-05,0.461,0.898,0.563,0.203,-4.302,1,0.0505,118.479,0.394
7IoK6jZBxY7NMoQPoPXZCF,0.00188,0.345,0.797,0.0668,0.145,-6.152,1,0.0551,117.987,0.223
51c94ac31swyDQj9B3Lzs3,0.000249,0.269,0.853,0.000246,0.118,-4.647,0,0.0854,141.581,0.179
1158ckiB5S4cpsdYHDB9IF,1.33e-05,0.443,0.781,0.205,0.166,-4.277,1,0.0377,71.841,0.372
3Fwe3XoPOiyWUPYdBKMTqV,1.94e-05,0.449,0.87,0.0411,0.0797,-4.241,0,0.112,79.952,0.229
1dSC6x69kJOweJM3SPmpLi,0.0165,0.472,0.857,2.83e-05,0.103,-4.353,1,0.0742,79.505,0.452
7odCrnqeVOgvEWnTzDMXwA,0.0016,0.659,0.792,0.00016,0.253,-4.848,1,0.102,131.058,0.758
